iter	Passed	Remaining
4784	39067	1755
4785	39075	1747
4786	39082	1739
4787	39090	1730
4788	39098	1722
4789	39106	1714
4790	39119	1706
4791	39127	1698
4792	39135	1690
4793	39143	1682
4794	39151	1673
4795	39159	1665
4796	39167	1657
4797	39175	1649
4798	39183	1641
4799	39191	1632
4800	39199	1624
4801	39207	1616
4802	39215	1608
4803	39223	1600
4804	39231	1592
4805	39241	1584
4806	39249	1575
4807	39257	1567
4808	39265	1559
4809	39272	1551
4810	39280	1543
4811	39288	1534
4812	39296	1526
4813	39304	1518
4814	39312	1510
4815	39320	1502
4816	39328	1494
4817	39336	1485
4818	39344	1477
4819	39352	1469
4820	39360	1461
4821	39368	1453
4822	39376	1445
4823	39383	1436
4824	39391	1428
4825	39399	1420
4826	39407	1412
4827	39415	1404
4828	39423	1396
4829	39431	1387
4830	39439	1379
4831	39447	1371
4832	39455	1363
4833	39463	1355
4834	39471	1347
4835	39479	1338
4836	39487	1330
4837	39495	1322
4838	39503	1314
4839	39511	1306
4840	39519	1297
4841	39526	1289
4842	39535	1281
4843	39542	1273
4844	39550	1265
4845	39569	1257
4846	39579	1249
4847	39587	1241
4848	39595	1233
4849	39603	1224
4850	39611	1216
4851	39619	1208
4852	39627	1200
4853	39635	1192
4854	39643	1183
4855	39651	1175
4856	39659	1167
4857	39667	1159
4858	39675	1151
4859	39683	1143
4860	39691	1134
4861	39699	1126
4862	39707	1118
4863	39714	1110
4864	39722	1102
4865	39730	1094
4866	39738	1085
4867	39746	1077
4868	39754	1069
4869	39762	1061
4870	39770	1053
4871	39778	1045
4872	39786	1036
4873	39794	1028
4874	39802	1020
4875	39810	1012
4876	39818	1004
4877	39826	996
4878	39834	987
4879	39842	979
4880	39850	971
4881	39858	963
4882	39865	955
4883	39873	947
4884	39881	938
4885	39889	930
4886	39897	922
4887	39904	914
4888	39912	906
4889	39920	898
4890	39928	889
4891	39936	881
4892	39944	873
4893	39952	865
4894	39959	857
4895	39967	848
4896	39975	840
4897	39983	832
4898	39990	824
4899	39998	816
4900	40006	808
4901	40014	799
4902	40022	791
4903	40030	783
4904	40039	775
4905	40046	767
4906	40054	759
4907	40062	750
4908	40070	742
4909	40078	734
4910	40086	726
4911	40099	718
4912	40106	710
4913	40114	702
4914	40122	693
4915	40130	685
4916	40138	677
4917	40146	669
4918	40154	661
4919	40163	653
4920	40171	644
4921	40179	636
4922	40187	628
4923	40195	620
4924	40203	612
4925	40211	604
4926	40219	595
4927	40226	587
4928	40234	579
4929	40242	571
4930	40250	563
4931	40258	555
4932	40266	546
4933	40274	538
4934	40282	530
4935	40289	522
4936	40297	514
4937	40305	506
4938	40313	497
4939	40321	489
4940	40328	481
4941	40339	473
4942	40347	465
4943	40355	457
4944	40362	448
4945	40370	440
4946	40380	432
4947	40388	424
4948	40396	416
4949	40404	408
4950	40412	399
4951	40420	391
4952	40428	383
4953	40435	375
4954	40443	367
4955	40451	359
4956	40459	350
4957	40467	342
4958	40475	334
4959	40483	326
4960	40491	318
4961	40499	310
4962	40507	301
4963	40526	293
4964	40536	285
4965	40544	277
4966	40552	269
4967	40560	261
4968	40568	253
4969	40576	244
4970	40584	236
4971	40592	228
4972	40600	220
4973	40608	212
4974	40616	204
4975	40624	195
4976	40632	187
4977	40639	179
4978	40647	171
4979	40655	163
4980	40663	155
4981	40671	146
4982	40679	138
4983	40687	130
4984	40695	122
4985	40702	114
4986	40710	106
4987	40718	97
4988	40726	89
4989	40734	81
4990	40742	73
4991	40750	65
4992	40758	57
4993	40766	48
4994	40773	40
4995	40781	32
4996	40789	24
4997	40797	16
4998	40805	8
4999	40813	0
